"Text","Target","Source"
" Report the sky is filled with serried ranks of angels, it is cool, and the trees are muttering to themselves. The sheep a…","1.0","massshootertweets"
" WEDNESDAY you are a child of electricity and blood and stardust a cauldron of acid a maze of precious metals an automaton…","1.0","massshootertweets"
" Experiences from which more extreme experiences can be extrapolated. There are precursors to torture, to euphoria, to love,…","1.0","massshootertweets"
" i can't wait till trump is out of the white house, and all the nazis and nationalists and supremacists that put him there a…","1.0","massshootertweets"
" You're doing great!","0.0","massshootertweets"
" The problem with having so much brilliant TV is that a show like  can coast by with things like exploding nu…","1.0","massshootertweets"
" This is,, the embodiment of America. Americana as a microcosm. This is irreducible, pure, honest America. At every level -…","1.0","massshootertweets"
" I love it","0.0","massshootertweets"
" Introducing Playdate, a new handheld gaming system from Panic. It fits in your pocket. It's got a black and white screen. I…","1.0","massshootertweets"
" Most lives are perfectly balanced, neither virtuous nor vicious; whether divinity considers zero a positive or negative numb…","1.0","massshootertweets"
" ""We're going to protect individualist values by backing a hyper-authoritarian nationalist state in suppressing individual lib…","1.0","massshootertweets"
" Man it sure is weird how every time a fascist gets hit in the face with some food we have a week long discourse about lef…","1.0","massshootertweets"
" Thanks for the heads up.","0.0","massshootertweets"
" You always take such spectacular pictures.","0.0","massshootertweets"
" Don't build walls around your passions. Don't be a gatekeeper to enthusiasm. Don't scorn the uninitiated or treasure excl…","1.0","massshootertweets"
" Help I need my guts rearranged ASAP The dick of my dreams might just be one retweet away 🙏","0.0","massshootertweets"
" I'm on board lmao","0.0","massshootertweets"
" be your own apocalyptic nightmare","0.0","massshootertweets"
" Do one thing every day that angers the monolith","1.0","massshootertweets"
" I want to wrap around you, Like a car around a tree. Shatter the glass, Alight the grass. Liquids drip, after a sudden…","1.0","massshootertweets"
"  ＢＲＯＫＥ： BIG BUDGET LIVE ACTION REMAKES OF CLASSIC DISNEY ANIMATED MOVIES. ＷＯＫＥ： ANIMATED DIRECT-TO-DVD S…","1.0","massshootertweets"
" OKAY LET'S GO THROUGH THE CHECKLIST *hands you a sequined wingsuit* *three sticks of dynamite* *a bottle of gin* *a ke…","1.0","massshootertweets"
" This is it, my dears! We all officially have one week left on this Earth!! So now’s the time to make sure you have som…","1.0","massshootertweets"
" I feel like it’s getting lost in all the other egregious shit he’s done, but a big reason police departments look like they’r…","1.0","massshootertweets"
" Say want you want about Cthulu but his awakening to destroy humanity would be great for the economy","1.0","massshootertweets"
" US police threatened to taser a man and then pulled guns on him for literally just cleaning his own front garden. Disgus…","1.0","massshootertweets"
" What The fuck is this What universe is this from","1.0","massshootertweets"
" THERESA MAY CRIED WHEN SHE LOST HER JOB BUT NOT WHEN 72 PEOPLE BURNED TO DEATH IN GRENFELL. THATS HER LEGACY, CONVERSATIO…","1.0","massshootertweets"
" Laying off local journalists to continue $100M in stock buybacks is indefensible. The news business should belong to…","1.0","massshootertweets"
" ""Do you believe in reincarnation?"" ""No."" ""Me neither, until I got into reality shows."" ""Oh no."" ""Some have side contests…","1.0","massshootertweets"
" It will be incredible when the paper money becomes meaningless during our last days on this planet.","1.0","massshootertweets"
" this piece by  is magic made text. my depression is not so profound, and it reacts well to intervention. i am for…","1.0","massshootertweets"
" Deciding to be in a good mood tonight even though my life is for shit and it’s never gonna get any better. Godzilla’s o…","1.0","massshootertweets"
" mt. everest claims enough arrogant rich guys that i think it can be called a comrade","1.0","massshootertweets"
" Drinking myself to death on Coors Banquet at The Buckhorn in Laramie as “[Welcome to] My House” plays","1.0","massshootertweets"
" Maybe the real climate change were all the friends we had to bury along the way due to unpredictable and destructive weathe…","1.0","massshootertweets"
" The numbers are diseased when you hold them in your mind they glow green, infected, and the illness spreads, from 8 to 7 an…","1.0","massshootertweets"
" Well now I'm interested lmao","0.0","massshootertweets"
" All the better to experience. DM me","0.0","massshootertweets"
" Lmao","0.0","massshootertweets"
" The real question early Dr. Acula or newer stuff?","0.0","massshootertweets"
"My Horoscope Just Reads ""Doom""","1.0","massshootertweets"
" You're doing great just making it this far.","1.0","massshootertweets"
" Haven't listened to their newest stuff, but Slander was quite good","0.0","massshootertweets"
"You'll never be rid of me. I'll haunt your life like a fucking vengeful spirit","1.0","massshootertweets"
"  I make a fiver, boss makes a grand. I'm burning his family, and claiming his land.","1.0","massshootertweets"
" Dayton, OH showed the klan they can fuck off out of the midwest. Thanks and solidarity to all who showed up. 9 klansmen…","1.0","massshootertweets"
" TAKE HIGH GROUND AND GET YOUR CAMERAS READY. THE NAPALM TREES BLOSSOM AT MIDNIGHT","0.0","massshootertweets"
" Amazing. Simply stunning","0.0","massshootertweets"
" I do wish the authorities would show more deference and understanding toward the religious holiday of Knife Time and my ec…","1.0","massshootertweets"
" Congrats! It's not easy","0.0","massshootertweets"
" You wake up and find it was all a dream. Your wife lies beside you, naked in the grass, sleeping quietly in the shade of th…","1.0","massshootertweets"
" it’s easy to fall into the trap of thinking likes and retweets are a metric of figuring out how well you’re doing so oc…","1.0","massshootertweets"
" (Apparently it's also a fake quote; which is not a good look)","0.0","massshootertweets"
" WTF netflix just has Jeopardy?! fuck it, i dont need sleep tonight","0.0","massshootertweets"
" Prisons destroy people and their lives, and pretending to go through that institution just to have “fun” during your night…","1.0","massshootertweets"
" ""Thinking that they could ultimately control Hitler while enjoying the benefits of his popular support, the conservatives were i…","1.0","massshootertweets"
" Yo but same","0.0","massshootertweets"
" jason statham aladdin that's real funny mate. i heard you were a funny fucker peter capaldi jafar don't try to tug me o…","1.0","massshootertweets"
" Skyline Chili. Poor them.","0.0","massshootertweets"
" Time to fuck the cop wife","0.0","massshootertweets"
" HOT TAKE When smart researchers tell you stuff, it's good to pay attention.","0.0","massshootertweets"
" RL GRIME is cool","0.0","massshootertweets"
" Riiiiight","0.0","massshootertweets"
" When media outlets over and over again say “600 people showed up to counter protest 12 kkk members” and it is presented…","1.0","massshootertweets"
" Remember to hydrate yourself. You can't get bread if you're dead.","0.0","massshootertweets"
" one might hypothesize that a violence provider which is forced to interact with both clients and enemies with no easy way o…","1.0","massshootertweets"
" Goddamn I love reminding myself that John McCain is dead","0.0","massshootertweets"
" starting to wonder if the other bad dreams i have that i make art about are going to just start occurring in reality too. ar…","1.0","massshootertweets"
"  I think a lot about how much western society changed with the addition of caffiene and wonder if amphetamines will…","1.0","massshootertweets"
"LOL tornado time","0.0","massshootertweets"
" TERFS & SWERFS  delete your accounts now.","0.0","massshootertweets"
" Lmao same","0.0","massshootertweets"
" The most merciful thing in the world, I think, is the inability of the human mind to correlate all its contents","1.0","massshootertweets"
" Oh shit","0.0","massshootertweets"
" The factories of the industrial sector hum a pretty song; if they're musical we forgive them their smog, their effluvia, the…","1.0","massshootertweets"
